id,nome_completo,cpf,identidade,sexo,data_nascimento,idade,email,telefone_principal,telefone_secundario,pais,estado,cidade,cep,endereco,numero,complemento,bairro,data_cadastro,status,tipo_cliente,ultima_compra,valor_total_compras,categoria_favorita,newsletter
271,Linda Salazar,723.244.259-90,88.274.812-7,F,27/07/2000,25,linda.salazar@gmail.com,(81) 99036-9094,(51) 94180-6932,Brasil,RN,Mossoró,35876201,Lago de Borges,5248,Casa 2,Mangueiras,04/08/2018,Inativo,Premium,13/07/2025,4494.95,Eletrônicos,Não
272,Billie Haley,927.597.253-20,75.807.096-5,F,07/03/1986,39,billie.haley@yahoo.com.br,(31) 90791-3893,(21) 96818-3939,Brasil,AM,Parintins,32266-486,Colônia da Costa,2064,Bloco B,Parque São José,21/10/2022,Inativo,Regular,18/11/2023,8567.65,Livros,Não
273,Benjamin Freeman,476.506.163-90,32.329.633-2,M,21/06/1951,74,benjamin.freeman@outlook.com,(91) 96982-2601,(61) 93686-8219,Brasil,SC,Blumenau,67714-566,Trevo de da Rosa,2599,Sala 303,Vila Santa Monica 1ª Seção,20/02/2003,Inativo,Novo,08/02/2025,37844.78,Livros,Sim
274,Mary Fricks,023.544.382-40,55.215.456-8,F,26/05/1956,69,mary.fricks@hotmail.com,(91) 91519-9670,(71) 98080-8666,Brasil,RN,Parnamirim,91465718,Campo Maria Luiza Oliveira,5331,Bloco B,Gameleira,03/10/2019,Inativo,Premium,08/01/2025,46769.48,Beleza,Não
275,Tara Monroe,355.772.244-90,97.178.225-4,F,01/11/1973,51,tara.monroe@bol.com.br,(41) 94641-8459,+1-883-682-8211,Brasil,PB,Santa Rita,08792330,Sítio Jesus,6811,Bloco B,Vila Petropolis,26/04/2018,Inativo,VIP,15/06/2025,45020.22,Beleza,Sim
276,Chad Shirey,095.146.320-90,24.217.658-9,M,27/09/1964,60,chad.shirey@bol.com.br,(41) 91582-1461,(91) 96885-8246,Brasil,SE,Aracaju,97010-397,Área Ramos,8719,Apto 101,Vila Nova Gameleira 3ª Seção,08/08/2004,Ativo,Novo,28/10/2023,44875.54,Esportes,Sim
277,Chris Andre,479.711.509-20,51.531.794-5,M,07/08/1988,37,chris.andre@bol.com.br,(21) 97054-5186,(91) 95289-2386,Brasil,SC,Joinville,59384744,Distrito Rafael Farias,7811,Apto 101,Itatiaia,25/12/2022,Inativo,Regular,25/01/2024,14091.67,Esportes,Sim
278,Kenneth Jones,015.872.956-00,42.610.775-6,M,12/02/1990,35,kenneth.jones@bol.com.br,(21) 92200-0057,(31) 99572-8862,Brasil,DF,Brasília,96402558,Chácara da Cruz,7822,Apto 101,Teixeira Dias,30/09/2023,Ativo,VIP,31/03/2025,9062.23,Beleza,Sim
279,Brian Peery,623.993.586-70,77.935.644-7,M,17/12/1979,45,brian.peery@hotmail.com,(51) 93802-3559,,Brasil,MG,Belo Horizonte,04298862,Campo Ramos,1719,,São Tomaz,27/10/2022,Pendente,Novo,,45657.91,Esportes,Sim
280,Jane Signorile,004.590.159-70,29.866.766-4,F,21/06/1953,72,jane.signorile@outlook.com,(31) 97766-0806,(91) 96065-7475,Brasil,AM,Itacoatiara,94826078,Lagoa Eduardo Castro,1157,Bloco B,Barroca,06/01/1992,Ativo,Premium,03/06/2024,3558.79,Casa,Não
281,Alfred Alexander,097.217.563-60,92.069.849-5,M,17/11/1994,30,alfred.alexander@hotmail.com,(31) 93220-0186,(51) 98687-0818,Brasil,MG,Uberlândia,83232-429,Conjunto Manuela Campos,447,Sala 303,Silveira,05/11/2017,Inativo,Premium,30/03/2025,29720.83,Beleza,Sim
282,Luke Henson,122.195.088-60,29.045.229-9,M,27/09/1954,70,luke.henson@hotmail.com,(21) 92493-6364,(81) 93990-1299,Brasil,PA,Belém,68534325,Distrito Nicole Costela,7751,Casa 2,Céu Azul,20/07/2002,Pendente,Premium,03/03/2025,27034.44,Casa,Sim
283,Jeff Marcano,468.890.168-20,76.980.745-0,M,14/11/1998,26,jeff.marcano@outlook.com,(41) 98994-7330,(81) 93171-0039,Brasil,PR,Londrina,85422156,Ladeira Correia,8890,,Cidade Nova,22/04/2022,Ativo,VIP,27/07/2024,6731.8,Esportes,Sim
284,Robert Compos,603.057.480-90,03.059.998-2,M,02/01/1998,27,robert.compos@gmail.com,(81) 91477-2950,001-781-676-6823x4916,Brasil,ES,Vila Velha,64545-117,Lago Andrade,7013,Casa 2,Cônego Pinheiro 2ª Seção,01/09/2024,Inativo,VIP,,20972.78,Eletrônicos,Sim
285,Natalie Lejeune,478.936.535-20,10.493.569-5,F,23/07/1965,60,natalie.lejeune@bol.com.br,(71) 92208-9093,001-496-288-6478x4301,Brasil,PB,João Pessoa,87931-264,Vereda de da Costa,1200,Casa 2,Bela Vitoria,11/06/2015,Inativo,Premium,24/12/2023,43219.79,Beleza,Sim
286,Gary White,935.534.666-20,15.724.290-1,M,14/10/1954,70,gary.white@yahoo.com.br,(81) 92858-7376,(21) 90932-3277,Brasil,SC,Blumenau,77365-781,Lagoa de Rodrigues,7448,Bloco B,Conjunto Capitão Eduardo,21/11/2018,Pendente,VIP,22/07/2025,44971.12,Beleza,Não
287,Pamela Southerland,657.854.788-60,05.679.964-2,F,08/07/1957,68,pamela.southerland@gmail.com,(41) 96446-0839,(31) 97104-2740,Brasil,MG,Uberlândia,79180131,Morro Joana Correia,5843,Sala 303,Salgado Filho,21/06/2025,Ativo,Novo,02/08/2024,35207.46,Beleza,Sim
288,Kaye Lopez,611.925.119-70,70.323.420-5,F,11/03/1992,33,kaye.lopez@gmail.com,4896694801,,Reino Unido,,Padillatown,71343,Howard Drive,675,,town,14/08/2024,Inativo,Regular,02/01/2025,17657.12,Casa,Não
289,Thomas Sires,009.176.005-40,12.703.809-7,M,01/05/1983,42,thomas.sires@bol.com.br,(21) 92345-3727,(31) 99287-2081,Brasil,AL,Rio Largo,67783-822,Chácara de Novaes,579,Apto 101,Vila São Dimas,16/08/2019,Pendente,Novo,30/11/2024,18980.1,Beleza,Não
290,Brent Atchity,352.595.966-40,15.446.097-4,M,05/09/2005,20,brent.atchity@gmail.com,(31) 90896-3527,(11) 91807-1743,Brasil,CE,Juazeiro do Norte,07927-834,Pátio Silva,5166,Sala 303,Pantanal,01/10/2024,Inativo,VIP,04/09/2024,23845.08,Livros,Sim
291,Russell Morris,883.351.451-00,54.546.544-8,M,08/11/1993,31,russell.morris@hotmail.com,001-729-494-1833x47683,(720)862-4573x06059,China,KY,North Adam,57601,Anthony Fields,7403,Bloco B,fort,21/08/2022,Ativo,VIP,17/01/2025,33409.28,Eletrônicos,Sim
292,Christopher Smith,591.052.743-60,49.008.964-0,M,13/06/1981,44,christopher.smith@bol.com.br,410-829-7487x1941,,Uruguai,,Onealland,72655,York Forge,2360,,ton,03/12/2022,Inativo,Novo,05/10/2023,19887.86,Eletrônicos,Sim
293,Leroy Bacon,992.933.985-00,70.096.615-8,M,18/05/1987,38,leroy.bacon@outlook.com,(61) 96507-7203,(81) 94473-0346,Brasil,RN,Natal,17088313,Chácara Aragão,1835,Casa 2,Vila São Geraldo,11/08/2024,Pendente,Regular,,20427.33,Casa,Sim
294,Charley Rogers,775.198.540-20,88.437.221-9,M,20/03/1962,63,charley.rogers@gmail.com,(41) 91050-7981,(21) 90734-6005,Brasil,CE,Fortaleza,60158-162,Vale Duarte,5934,Sala 303,Lajedo,05/02/2015,Pendente,Regular,21/10/2023,6651.66,Esportes,Sim
295,Lonnie Wilson,865.602.109-50,13.614.894-6,M,25/06/1991,34,lonnie.wilson@gmail.com,(41) 99717-3020,(31) 91792-0712,Brasil,PA,Ananindeua,03790-950,Jardim de Martins,8592,Bloco B,Olhos D'água,31/01/2024,Inativo,VIP,,31217.79,Eletrônicos,Sim
296,Emily Doggett,568.501.215-20,80.127.396-6,F,15/03/2005,20,emily.doggett@gmail.com,(11) 99393-0663,(31) 94471-7066,Brasil,MT,Várzea Grande,28913362,Estação Fernanda Cassiano,225,Casa 2,Rio Branco,10/03/2025,Pendente,VIP,25/11/2023,21681.53,Roupas,Não
297,Louis Christion,489.721.283-90,56.141.943-9,M,25/02/1997,28,louis.christion@gmail.com,(21) 93450-5679,(11) 90109-6572,Brasil,AP,Laranjal do Jari,61859-656,Rua Nascimento,3363,Bloco B,João Pinheiro,10/10/2024,Inativo,VIP,02/04/2024,34267.74,Esportes,Sim
298,Oscar Johnson,567.285.694-20,39.240.124-8,M,09/11/1952,72,oscar.johnson@gmail.com,(51) 96529-2432,(71) 97925-3156,Brasil,RO,Porto Velho,13196-950,Residencial Isaac da Conceição,7445,Bloco B,Pindorama,23/01/2019,Pendente,Regular,28/06/2024,19273.84,Roupas,Sim
299,Thomas Boyes,807.393.726-30,43.356.893-9,M,30/05/1969,56,thomas.boyes@yahoo.com.br,(81) 99293-6702,(11) 96848-6401,Brasil,PR,Curitiba,95134614,Avenida de Cassiano,8753,Apto 101,Monsenhor Messias,29/05/2022,Pendente,Premium,17/01/2025,37655.21,Beleza,Sim
300,Lester Law,157.463.865-30,72.402.476-5,M,02/06/1953,72,lester.law@bol.com.br,(31) 94577-3238,+1-249-865-4536,Brasil,TO,Palmas,11320-583,Praia de Cassiano,2641,Bloco B,Casa Branca,22/04/2006,Inativo,Novo,25/07/2024,45248.91,Casa,Não
